user_id,catch_item.x,catch_item.y,catch_item.x.x,catch_item.y.y,catch_item.x.x.x,catch_item.y.y.y,catch_item.x.x.x.x,catch_item.y.y.y.y,catch_item.x.x.x.x.x,catch_item.y.y.y.y.y,catch_item.x.x.x.x.x.x,catch_item.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y.y.y.y
ma_pa_2002_03_03_391_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Quasi mai,Quasi mai,Moderatamente,Moderatamente
el_lu_2002_04_30_278_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Molto,Molto
ce_bu_1995_08_06_326_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,3,1,3,3,1,3,0,0,0,A volte,A volte,Per niente,Per niente
si_av_1994_11_01_217_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
an_pa_2002_05_21_686_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
ni_so_2002_01_06_139_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,3,1,3,3,1,3,0,0,0,Molte volte,Molte volte,Un poco,Un poco
el_pi_2001_09_08_696_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Un poco,Un poco
cl_ca_1998_11_16_863_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,2,2,2,2,2,2,1,1,1,Quasi mai,Quasi mai,Un poco,Un poco
em_mi_2002_06_08_256_m,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,D'accordo,D'accordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ch_de_1997_06_17_639_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
no_na_1997_14_97_364_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Molte volte,Molte volte,Per niente,Per niente
de_da_1992_10_13_742_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ch_pi_2002_04_07_152_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
si_tr_1996_03_05_693_m,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
be_ci_1990_02_18_371_f,7,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,In disaccordo,In disaccordo,4,3,4,3,3,4,3,4,4,4,A volte,A volte,Moderatamente,Moderatamente
gi_zo_2002_05_12_539_f,5,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Moderatamente,Moderatamente
ca_pa_1966_03_15_755_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Un poco,Un poco
vi_le_2002_08_06_589_f,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
fl_na_2002_08_01_748_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi sempre,Quasi sempre,Per niente,Per niente
sa_ma_1998_01_05_167_f,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Molte volte,Molte volte,Moderatamente,Moderatamente
ma_pa_1997_11_12_436_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
lo_ma_1998_03_18_745_m,5,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Quasi sempre,Quasi sempre,Moderatamente,Moderatamente
em_ve_2002_08_29_345_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
ma_sa_2001_02_07_791_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
gi_vi_2002_05_02_185_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Molte volte,Molte volte,Per niente,Per niente
fe_lu_2002_04_24_874_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
ar_st_1997_03_20_288_f,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
pa_dg_1978_01_04_385_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Moderatamente,Moderatamente
an_pe_1976_05_03_337_m,4,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,2,3,2,2,3,2,2,2,2,A volte,A volte,Per niente,Per niente
ma_pe_1999_12_26_891_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
an_sa_1994_12_16_837_m,3,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
ir_ro_1985_08_26_745_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
li_se_2002_12_21_740_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,2,1,2,2,1,2,0,0,0,A volte,A volte,Per niente,Per niente
bi_tr_2002_07_01_356_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,1,1,1,A volte,A volte,Per niente,Per niente
lo_ri_1997_02_10_817_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
en_cr_1997_01_31_141_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
ax_pe_1997_03_12_200_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
gi_to_2002_01_15_962_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Molte volte,Molte volte,Per niente,Per niente
ga_vi_2002_03_10_308_m,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,1,2,1,2,2,1,2,0,0,0,A volte,A volte,Per niente,Per niente
st_da_1957_12_26_419_m,4,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi sempre,Quasi sempre,Un poco,Un poco
le_ma_2000_08_10_646_m,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
ch_ba_1989_06_05_272_f,7,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Molto,Molto
ar_cr_1996_08_05_738_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente d'accordo,Fortemente d'accordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
la_ma_2002_08_09_084_f,5,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,4,1,4,1,1,4,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Moderatamente,Moderatamente
yu_tr_1994_05_04_676_f,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
fr_fi_1958_05_04_854_m,5,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Per niente,Per niente
la_ma_2002_07_25_217_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Un poco,Un poco
ma_re_2001_11_27_781_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,2,1,2,1,1,2,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
an_si_1992_09_30_776_m,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
gi_bo_2001_04_27_997_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ma_nu_1979_08_13_500_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,2,1,2,1,1,2,1,1,1,1,Quasi mai,Quasi mai,Per niente,Per niente
gi_tu_1998_08_02_644_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
al_pi_1996_09_13_817_m,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,2,1,2,2,1,2,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
be_me_2003_02_24_737_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,4,1,4,1,1,4,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
ri_ma_2002_11_20_973_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
ca_me_2002_12_23_343_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ag_cr_2003_09_20_111_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
si_ma_1997_02_09_841_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
ga_dr_1992_11_25_891_f,4,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,D'accordo,D'accordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Moderatamente,Moderatamente
be_ni_2002_09_24_938_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
da_ro_1995_07_26_757_m,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
lu_lo_1995_07_30_092_m,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
as_ab_1996_08_28_775_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Moderatamente,Moderatamente
gi_sa_2002_12_05_511_m,3,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Per niente,Per niente
se_ma_1990_11_30_767_m,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Molte volte,Molte volte,Per niente,Per niente
em_be_1997_09_17_132_m,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,2,1,2,2,1,2,0,0,0,A volte,A volte,Per niente,Per niente
lu_do_1970_12_14_100_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,3,2,3,2,2,3,2,0,0,0,A volte,A volte,Per niente,Per niente
ca_ta_1997_04_20_739_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
la_do_1968_12_17_062_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Un poco,Un poco
ga_ma_1997_04_05_459_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
vi_be_1997_01_09_423_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,3,1,3,3,1,3,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
ra_mu_2001_07_23_080_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,D'accordo,D'accordo,2,1,2,1,1,2,1,1,1,1,A volte,A volte,Per niente,Per niente
el_pe_2002_12_11_000_f,3,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Un poco,Un poco
ma_sp_2002_07_30_267_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Per niente,Per niente
fr_ma_1987_09_29_884_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
da_la_1970_02_28_647_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
sa_fe_1996_10_20_817_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,2,1,2,2,1,2,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
to_va_1990_04_12_949_m,3,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,D'accordo,D'accordo,3,1,3,1,1,3,1,4,4,4,A volte,A volte,Per niente,Per niente
gi_bo_1997_08_17_692_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
fi_ca_1992_11_24_582_m,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Molte volte,Molte volte,Molto,Molto
cr_vo_1965_01_01_813_f,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
ed_sa_2001_05_16_570_m,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,4,2,4,2,2,4,2,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
